tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
331,11.0,1310,505,60,155,975,24,156,16,192.84,1.053,1.237,0.075,0.044,0.115,-0.555,1.598,0.3404,2.3090,0.806,0.219,0.054,0.079,0.070,51,147,32,0,2,0,46977.23,1649.735,11950.107,35.993,443.976,9.429,9012.285,3898.574,24.733,3087.793,2470.234,1140.598,343.911,378.177,0.000204,-0.002665,131,0,30,2,19,18,15363,51,2,1.669,418,56,52,10,1,35,6,2256,859,793,3,1,787,2,14801,314,25,7714.182,6252.600,216.018,0.060,0.000,3712.640,1591.776,37.623,46,68,53,15,0,12055,15510,370,30,9133.316,4654.083,160.918,5.037,1.527,3467.475,1557.135,125.602,21,72,58,12,2,13223,4706,105,25,2520.166,980.941,37.675,0.171,0.000,1135.044,446.987,37.592,2,25,23,2,0,5457,442,4,0,47.500,10.424,0.000,2.124,0.000,89.502,18.651,1.867,0,4,3,1,0,1224,471,9,0,155.000,8.645,0.000,11.269,0.142,87.450,20.676,6.066,0,5,5,0,0,1556,369,1,0,25.000,0.530,0.000,15.664,0.000,63.137,9.619,3.559,0,5,5,0,0,1574,0,0,0,0,2,0,0,0,0,0,0,0,2418,585,621,2208,431,616,0,0,0,0,0,0,26960,12038,6144,9249,3393,2469,90,60,0,0,0,0,7.679,6.433,1481.789,773.436,1,76,1,218,159,539,823,203,155,36,38,1,43,37,0,430,234,6,161,144,0,44,54,2,32,24,0,7,10,0,3,4,0,66,14,0,0,0,0,0,1,266,45,0,0,0,0,0,0,46,11,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0.8456,0.8454,9,4,1,0.4474,0.4240,17,0,0
361,12.0,1293,560,60,153,992,19,129,17,207.55,1.054,1.245,0.075,0.044,0.114,-0.582,1.607,0.3493,2.3295,0.813,0.203,0.051,0.080,0.073,43,101,43,0,2,0,48368.00,1734.981,15252.029,44.479,690.207,9.806,8487.545,3703.808,27.713,5378.678,4302.943,1486.170,411.953,447.786,0.000129,-0.004242,123,0,37,6,31,27,14301,44,6,12.729,375,41,39,9,0,27,3,1866,624,593,1,0,584,8,14756,422,41,10784.652,8697.917,447.773,0.224,0.000,3694.556,1604.102,48.383,86,52,34,16,2,8755,14431,399,31,10159.990,5157.968,206.096,4.220,12.400,3249.145,1450.549,108.017,32,50,40,10,0,10524,3848,134,7,3302.547,1333.005,22.508,0.000,0.000,920.540,380.980,29.234,7,30,21,9,0,6985,294,1,0,7.500,0.916,0.000,0.628,0.000,55.914,11.736,0.440,0,3,2,1,0,932,391,6,0,97.500,5.164,0.000,7.496,0.273,71.689,16.513,5.589,0,1,1,0,0,332,248,2,0,15.000,0.409,0.000,19.181,0.056,42.553,6.700,1.067,0,4,3,1,0,1392,0,0,0,0,1,0,0,2,0,0,0,0,2376,658,535,2218,457,558,0,0,0,0,0,0,25283,10947,5448,8595,3647,1805,90,60,0,0,0,0,7.990,6.067,1420.117,688.762,1,64,1,223,205,609,982,227,167,38,34,0,45,36,0,411,196,4,211,170,0,46,32,1,33,17,0,9,3,0,4,3,0,68,13,0,0,0,0,0,0,334,51,0,0,0,0,0,0,47,3,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0.8750,0.8759,9,3,4,0.4355,0.4115,17,0,0
391,13.0,1341,612,60,158,1049,12,122,18,224.96,1.056,1.261,0.078,0.044,0.113,-0.612,1.612,0.3473,2.3877,0.822,0.184,0.049,0.079,0.078,61,63,36,0,2,0,51789.16,1846.792,17649.326,49.207,757.030,9.068,8667.164,3856.851,29.444,6238.280,4990.624,1353.202,523.025,446.824,0.000186,-0.005766,81,0,32,4,22,18,13652,0,4,10.422,232,31,24,11,0,7,6,1801,497,458,3,0,452,3,16153,510,39,12937.273,10488.582,494.690,0.343,6.557,4024.527,1792.469,51.056,107,40,23,16,1,7190,14164,450,33,11591.709,5838.594,232.807,2.471,3.865,3206.162,1461.371,105.201,29,40,26,13,1,9838,3532,128,7,3163.102,1257.762,28.528,0.000,0.000,849.064,349.789,24.663,4,9,7,2,0,2723,255,7,2,57.613,8.912,1.006,1.319,0.000,46.145,9.753,1.224,0,1,1,0,0,376,319,5,0,90.000,6.275,0.000,20.922,0.000,59.610,12.033,6.502,0,4,3,1,0,1493,138,0,0,0.000,0.000,0.000,13.730,0.000,23.221,3.370,0.986,0,3,3,0,0,1131,0,0,0,0,1,0,0,2,0,0,0,0,2439,725,471,2225,479,546,0,0,0,0,0,0,26254,9901,5373,8198,3460,1567,109,60,0,0,0,0,8.638,6.457,1277.552,682.805,3,70,1,252,240,676,1116,236,219,43,34,1,47,33,0,395,208,6,229,211,0,56,21,3,29,13,0,7,1,1,1,2,0,70,11,0,0,0,0,0,0,396,50,0,0,0,0,0,0,38,7,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0.8804,0.8921,8,3,4,0.4695,0.4134,16,0,0
421,14.0,1459,581,60,162,1170,9,118,20,234.88,1.063,1.280,0.078,0.045,0.108,-0.635,1.625,0.3463,2.4369,0.795,0.160,0.044,0.080,0.081,65,52,24,0,1,0,57412.54,1951.017,20290.400,23.541,790.573,9.400,9307.545,4234.051,30.275,8307.676,6646.141,700.809,370.207,337.158,0.000099,-0.005657,101,0,22,2,15,13,14239,3,2,2.963,184,14,14,8,0,5,1,1712,533,490,1,0,480,9,18783,604,63,15414.606,12477.450,590.852,0.148,2.184,4709.571,2109.581,56.720,135,28,14,14,0,4892,14217,510,29,12920.722,6655.286,171.597,1.872,0.779,3224.127,1532.497,107.653,47,33,28,4,1,8209,3394,113,6,2824.654,1130.487,27.315,0.000,0.000,816.650,341.176,23.157,7,9,5,4,0,2450,210,3,0,22.500,3.841,0.000,1.725,0.000,35.704,8.145,0.440,0,2,2,0,0,812,202,2,0,32.500,1.979,0.000,9.770,0.000,36.400,6.879,5.680,0,3,3,0,0,1195,90,0,0,0.000,0.000,0.000,7.061,0.000,15.811,2.153,0.315,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2569,772,366,2222,487,702,0,0,0,0,0,0,28853,10405,6290,7923,3171,1569,120,50,10,0,0,0,9.315,6.094,1324.042,811.974,1,74,0,283,227,702,1243,259,250,42,36,2,50,32,0,433,249,2,251,235,0,50,23,1,33,11,0,4,2,0,2,1,0,74,10,0,0,0,0,0,0,430,58,0,0,0,0,0,0,36,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.8884,0.8647,8,4,1,0.4758,0.4293,18,0,0
451,15.0,1602,592,47,170,1310,7,115,26,233.74,1.070,1.289,0.078,0.045,0.105,-0.651,1.614,0.3508,2.4528,0.796,0.159,0.042,0.080,0.083,87,44,22,0,1,0,62693.25,2107.314,21733.131,22.211,760.300,11.565,10256.364,4758.248,37.461,8961.025,7168.820,731.480,587.390,418.802,0.000212,-0.007123,103,0,21,1,15,14,15618,3,1,2.006,178,27,27,7,0,15,5,1707,566,524,0,0,519,5,21999,635,55,16252.164,13255.744,471.692,0.000,0.000,5528.261,2489.728,70.567,136,30,17,12,1,4128,14819,547,37,14079.757,7119.155,234.183,4.463,2.006,3376.617,1628.854,130.771,60,26,20,6,0,6782,3322,131,8,3323.734,1323.398,48.611,0.000,0.000,793.380,350.225,27.018,5,7,5,2,0,2043,166,2,0,32.500,7.074,0.000,0.000,0.000,26.879,6.319,0.000,0,1,0,1,0,437,178,1,0,25.000,1.844,0.000,9.461,0.000,31.061,6.040,3.943,0,1,1,0,0,449,74,0,0,0.000,0.000,0.000,6.281,0.000,13.738,1.925,1.500,0,1,1,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,2673,833,450,2300,537,629,0,0,0,0,0,0,32078,12710,6666,8346,3422,1619,134,30,44,0,0,0,9.685,6.681,1636.602,817.101,0,74,0,290,276,772,1327,307,259,48,37,2,44,39,0,506,297,4,264,239,0,46,26,1,26,16,0,3,0,0,3,1,0,76,9,0,0,0,0,0,0,445,62,0,0,0,0,0,0,36,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0.8790,0.8628,7,2,1,0.4719,0.3986,20,0,0
481,16.0,1752,583,47,177,1461,5,109,30,218.32,1.075,1.298,0.078,0.046,0.102,-0.668,1.623,0.3592,2.4922,0.764,0.175,0.043,0.080,0.087,79,67,29,0,0,0,69408.66,2208.502,25300.898,25.704,916.457,9.171,11309.905,5241.387,47.062,10436.967,8349.574,1059.831,557.517,516.592,0.000135,-0.008538,151,0,28,1,20,19,16961,32,1,3.372,150,16,16,8,0,4,4,1633,543,514,1,0,512,1,25629,842,68,21392.408,17430.746,642.034,0.096,0.000,6423.463,2916.836,100.001,184,48,34,14,0,8172,15613,511,39,13121.558,6775.658,221.221,4.205,3.372,3577.011,1684.410,128.990,48,33,20,13,0,7899,3165,105,11,2667.110,1050.375,40.008,0.000,0.000,750.236,327.783,23.923,6,12,11,1,0,3138,150,3,1,28.123,2.672,1.385,0.653,0.000,22.430,4.829,0.628,0,0,0,0,0,0,110,2,0,50.000,2.294,0.000,6.405,0.000,16.573,3.002,3.760,0,2,2,0,0,922,60,0,0,0.000,0.000,0.000,10.972,0.000,11.921,1.500,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,963,501,2422,631,589,0,0,0,0,0,0,35841,14503,7799,8758,3399,2150,128,30,31,0,0,0,11.492,6.765,1808.579,1026.368,0,80,1,306,291,876,1482,313,319,55,38,2,42,40,0,588,338,8,299,228,0,47,21,0,24,17,0,3,1,0,1,0,0,75,9,0,0,0,0,0,0,474,61,0,0,0,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9091,0.9146,8,4,4,0.4824,0.3969,20,0,0
511,17.0,1907,565,47,172,1621,4,110,37,221.93,1.085,1.311,0.077,0.046,0.095,-0.681,1.632,0.3599,2.5028,0.798,0.180,0.041,0.080,0.090,69,64,59,0,1,0,75179.32,2365.575,27628.590,61.916,972.818,8.463,12529.979,5947.322,55.435,11928.433,9542.746,2321.624,463.561,581.813,0.000152,-0.009925,117,0,51,8,49,41,18859,0,8,27.679,121,12,12,7,0,1,4,1620,698,658,3,0,653,2,29955,921,65,23405.966,19149.861,677.171,0.961,27.679,7506.491,3441.157,173.922,209,70,40,29,1,11775,16169,544,42,13990.841,7220.876,242.612,4.411,0.000,3711.712,1744.184,142.725,61,38,18,20,0,10641,3182,121,10,3079.884,1214.272,53.035,0.000,0.000,761.719,359.070,32.786,6,6,4,2,0,1796,145,2,0,32.500,7.074,0.000,3.133,0.000,21.634,4.409,1.133,0,1,1,0,0,506,61,1,0,25.000,1.147,0.000,6.580,0.000,9.538,2.298,1.136,0,1,1,0,0,482,60,0,0,0.000,0.000,0.000,19.152,0.000,11.953,1.095,1.084,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2854,1070,548,2418,599,650,0,0,0,0,0,0,40417,16600,8963,9026,3315,2195,129,31,28,0,0,0,11.070,8.027,2062.235,1178.422,0,91,0,354,276,955,1603,347,281,55,40,2,39,36,0,640,377,6,341,257,0,40,24,0,25,21,0,2,1,0,1,0,0,67,10,0,0,0,0,0,0,512,92,0,0,0,0,0,0,37,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8439,0.8293,8,3,0,0.4406,0.4179,18,0,0
541,18.0,2088,467,47,182,1794,5,107,37,198.02,1.088,1.317,0.078,0.047,0.092,-0.693,1.634,0.3597,2.5199,0.791,0.154,0.039,0.080,0.093,66,64,62,0,3,0,81176.14,2475.560,30014.548,27.928,1132.364,7.471,13737.195,6516.412,60.911,13013.511,10410.809,2218.074,711.142,674.783,0.000207,-0.010662,198,0,56,6,55,49,20010,60,6,11.767,125,8,8,2,0,0,6,1527,678,651,5,2,640,4,34199,1006,95,25846.569,21125.972,865.534,1.176,9.352,8565.276,3930.945,170.098,232,73,39,32,2,10990,16797,563,37,14420.545,7512.445,225.059,4.243,2.414,3882.633,1833.470,151.208,53,41,20,20,1,8101,3093,131,6,3347.460,1356.264,38.088,0.000,0.000,740.023,346.634,31.419,8,9,5,4,0,3517,120,0,0,0.000,0.000,0.000,4.585,0.000,17.803,2.454,2.643,0,0,0,0,0,0,60,2,0,50.000,2.294,0.000,6.158,0.000,9.491,2.521,2.272,0,0,0,0,0,0,65,0,0,0.000,0.000,0.000,0.000,0.000,12.528,1.046,0.149,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2838,1153,540,2455,636,644,0,0,0,0,0,0,44789,17780,9361,9354,3405,2433,191,22,135,0,0,0,12.106,8.737,2248.480,1219.857,1,108,0,365,283,964,1710,382,313,65,38,2,42,35,0,683,388,11,412,300,0,43,13,0,15,36,0,2,0,0,2,1,0,68,11,0,0,0,0,0,0,645,78,0,0,0,0,0,0,46,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.9094,0.8883,9,6,4,0.4924,0.4018,19,1,0
571,19.0,2245,473,47,194,1942,4,105,47,186.98,1.089,1.324,0.078,0.045,0.091,-0.707,1.626,0.3559,2.5689,0.755,0.155,0.040,0.080,0.096,61,88,40,0,4,0,86854.59,2660.683,30199.632,21.634,1363.547,9.590,15027.669,7226.256,68.523,12126.585,9701.268,1230.301,632.666,592.761,0.000222,-0.011916,259,0,35,5,35,30,20360,88,5,9.920,132,14,14,3,0,8,3,1464,662,625,2,0,619,4,38921,1075,115,27369.757,22333.467,1032.026,0.526,7.465,9737.207,4556.239,159.288,228,81,56,21,4,12439,17159,520,48,13491.676,6960.057,289.757,2.788,2.454,3979.301,1889.800,170.121,42,40,29,11,0,8995,3069,87,8,2250.985,882.600,31.824,0.000,0.000,732.715,366.185,31.577,2,4,2,2,0,1211,108,0,0,0.000,0.000,0.000,2.310,0.000,16.826,2.255,0.755,0,1,0,1,0,559,42,0,0,0.000,0.000,0.000,1.165,0.000,5.618,1.630,1.211,0,1,1,0,0,553,90,0,0,0.000,0.000,0.000,4.924,0.000,14.958,1.042,1.388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2927,1235,500,2656,742,617,0,0,0,0,0,0,49556,18612,10833,9593,3844,2176,240,21,85,0,0,0,14.590,7.728,2375.588,1398.782,2,98,0,369,317,1013,1693,382,306,72,34,3,44,41,0,747,435,3,400,357,0,43,17,0,20,25,0,1,0,0,3,0,0,76,12,0,0,0,0,0,0,671,89,0,0,0,0,0,0,37,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.8921,0.8654,9,4,3,0.5050,0.3894,20,1,0
601,20.0,2435,478,43,201,2135,4,95,55,201.33,1.093,1.335,0.080,0.048,0.088,-0.722,1.635,0.3475,2.5722,0.731,0.119,0.039,0.080,0.099,80,91,41,0,7,0,93818.19,2764.720,34223.735,30.427,1484.915,10.012,16305.639,7939.108,83.811,13993.930,11195.144,1520.683,735.526,671.731,0.000171,-0.012692,220,0,39,2,29,29,22055,17,2,0.792,120,27,26,8,0,4,14,1382,639,604,2,0,600,2,43586,1226,138,31554.573,25972.657,1112.562,0.424,0.000,10947.579,5145.249,214.052,272,90,60,27,3,15494,17513,568,58,14707.998,7632.295,341.577,4.667,0.000,4067.844,1984.174,187.698,45,33,22,8,3,7912,2908,58,7,1516.096,599.709,27.692,0.000,0.000,686.763,327.166,28.021,2,13,9,4,0,4043,90,0,0,0.000,0.000,0.000,2.028,0.770,15.139,2.038,1.133,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.004,0.847,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,22.516,0.023,15.137,1.150,2.124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3162,1397,476,2761,837,545,0,0,0,0,0,0,54242,20886,12056,9744,3798,1990,231,10,17,0,0,0,16.307,6.884,2688.159,1518.113,0,107,0,388,368,1112,1863,374,370,79,32,2,48,40,0,814,507,8,450,356,0,43,17,0,25,10,0,1,0,0,3,0,0,80,10,0,0,0,0,0,0,724,90,0,0,0,0,0,0,29,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.9150,0.8904,10,7,5,0.5203,0.4378,20,1,0
631,21.0,2604,467,43,199,2310,4,91,74,226.29,1.102,1.343,0.083,0.050,0.084,-0.731,1.640,0.3445,2.5919,0.761,0.126,0.038,0.079,0.101,75,93,66,0,3,0,99228.28,2975.410,35801.361,87.153,1595.903,9.724,17823.943,8654.028,105.056,14218.798,11375.039,2616.659,687.572,722.817,0.000186,-0.012307,253,0,58,8,54,46,23486,7,8,37.432,120,24,24,9,0,10,5,1248,617,590,3,0,582,5,49100,1276,170,32894.714,26984.345,1250.067,0.438,29.653,12379.208,5778.572,222.998,259,104,61,40,3,17197,17948,594,67,15290.798,7935.095,319.496,7.990,7.779,4186.285,2075.511,197.948,59,39,23,16,0,11812,2746,82,9,2089.942,846.910,22.787,0.000,0.000,643.126,297.474,28.316,6,9,7,2,0,3394,82,0,0,0.000,0.000,0.000,2.653,0.000,14.432,1.914,1.133,0,1,1,0,0,623,30,0,0,0.000,0.000,0.000,0.000,0.000,3.048,0.830,0.149,0,0,0,0,0,0,90,1,0,7.500,0.021,0.000,38.640,0.000,15.316,0.995,2.573,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3265,1460,521,2768,845,537,0,0,0,0,0,0,59689,24532,13790,9983,3377,2068,324,0,0,0,0,0,16.011,7.175,3069.956,1727.772,0,156,0,426,368,1160,1965,449,376,74,37,1,46,41,0,936,502,17,503,352,0,44,26,1,15,5,0,1,0,0,3,0,0,81,7,0,0,0,0,0,0,742,129,0,0,0,0,0,1,17,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.9054,0.8736,10,5,5,0.5204,0.4550,20,0,0
661,22.0,2776,387,43,202,2487,4,83,93,204.82,1.107,1.351,0.084,0.051,0.081,-0.740,1.629,0.3455,2.5967,0.773,0.114,0.037,0.079,0.102,69,119,61,0,6,0,105400.09,3181.181,38249.952,47.911,1532.584,9.129,19066.730,9335.627,139.697,15316.400,12253.120,2070.493,999.511,631.890,0.000194,-0.013602,219,0,57,4,46,42,24367,2,4,7.777,120,22,22,13,0,6,3,1142,490,480,2,0,473,5,53203,1355,163,34944.913,28789.002,1249.719,0.410,4.741,13483.011,6293.148,231.036,291,138,93,40,5,24716,18626,634,52,16210.913,8590.871,270.018,6.995,3.037,4377.145,2237.989,227.118,58,33,21,12,0,7198,2524,82,2,2077.465,847.748,11.790,0.000,0.000,593.266,270.858,22.682,2,11,5,5,1,4918,60,1,0,25.000,6.183,0.000,2.061,0.000,12.266,1.626,0.755,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.091,0.825,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,30.669,0.000,15.435,1.146,2.749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3238,1469,532,2745,773,520,0,0,0,0,0,0,63446,27414,13892,10591,3399,1932,496,0,104,0,0,0,14.936,7.170,3408.006,1772.029,2,161,0,419,400,1182,2081,436,392,79,31,0,45,47,0,1022,506,15,528,416,0,41,16,0,13,13,0,1,0,0,3,0,0,82,10,0,0,0,0,0,0,787,172,0,0,0,0,0,0,17,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.8404,0.7974,11,1,0,0.5168,0.4368,18,0,0
691,23.0,2945,381,43,217,2647,3,78,118,214.25,1.107,1.351,0.086,0.052,0.081,-0.748,1.636,0.3534,2.6068,0.744,0.101,0.036,0.079,0.104,61,131,44,0,13,0,110640.30,3396.124,38537.812,27.960,1807.680,8.837,20432.118,10052.253,173.204,15115.644,12092.515,1562.262,782.766,695.954,0.000165,-0.013396,262,0,44,0,31,31,25056,28,0,0.000,91,32,32,7,0,14,11,1122,484,459,6,0,449,4,57854,1435,173,36845.444,30162.016,1438.565,0.265,0.000,14680.912,6894.816,231.822,285,134,95,30,9,24330,19152,562,55,14595.794,7607.085,324.307,4.455,0.000,4533.934,2318.510,243.278,56,46,31,12,3,13225,2410,71,6,1826.164,725.730,25.824,0.000,0.000,569.827,282.871,22.927,1,6,3,2,1,2044,59,0,0,0.000,0.000,0.000,7.073,0.000,12.294,1.551,2.266,0,1,1,0,0,690,1,0,0,0.000,0.000,0.000,0.000,0.000,0.104,0.029,0.000,0,1,1,0,0,662,90,0,0,0.000,0.000,0.000,16.168,0.000,15.591,1.230,2.818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3325,1573,461,2999,803,548,0,0,0,0,0,0,67679,27920,15056,11318,3232,2033,569,140,96,0,0,0,15.578,7.057,3458.092,1936.311,0,202,0,474,358,1251,2089,460,393,79,40,0,41,57,0,1029,579,21,576,442,0,41,13,1,11,12,0,1,0,0,2,0,0,90,8,0,0,0,0,0,0,846,192,0,0,0,0,0,1,22,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8380,0.8364,10,2,0,0.4920,0.4525,19,1,0
721,24.0,3105,341,43,225,2807,3,70,141,235.10,1.111,1.356,0.088,0.053,0.080,-0.758,1.631,0.3613,2.6236,0.757,0.102,0.036,0.079,0.106,65,146,47,0,15,0,117477.91,3635.006,42119.050,26.729,1894.573,9.059,21746.487,10694.858,205.745,15721.320,12577.057,1495.617,1011.235,644.981,0.000275,-0.013018,262,0,43,4,36,32,26166,0,4,8.297,90,29,29,7,0,10,12,1063,535,508,4,0,501,3,62796,1589,188,41004.275,33786.291,1535.349,0.552,8.297,15936.826,7557.634,268.571,309,139,104,22,13,24408,19260,548,67,14210.192,7450.498,334.361,0.461,0.000,4603.705,2279.861,245.529,43,52,31,19,2,18911,2178,84,7,2156.957,867.019,24.863,0.000,0.000,524.613,259.741,25.264,4,13,11,2,0,4671,30,0,0,0.000,0.000,0.000,3.447,0.000,8.897,0.620,1.511,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,13.972,0.000,15.830,1.229,2.706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3485,1582,587,3193,804,692,0,0,0,0,0,0,72041,28617,16420,11699,3987,1988,614,210,6,0,0,0,15.168,8.855,3644.985,2068.913,2,197,1,493,406,1288,2227,502,393,82,42,0,39,62,0,1095,602,18,624,468,0,17,19,0,18,16,0,1,0,0,2,0,0,92,9,0,0,0,0,0,0,944,165,0,0,0,0,0,1,31,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8744,0.8369,12,5,0,0.4940,0.4162,19,1,0
